Brand:,Product name,Processor,Video graphics,Video graphics Memorey,RAM,Hard drive,Display,Display Resolution,Display Refresh Rate,Operating System,Keyboard,Battery,Webcam,Connections,Dimensions,Weight,Colors,Warranty,Price,Processor Generation,Processor Details,Product number,Power supply type,Laptop Color,Finger Print,SUPPORT SSD M2,Pointing device,Optical drive,Series :
Lenovo,LOQ 15IAX9,Intel Core i5-12450HX,NVIDIA® GeForce RTX™ 3050 6GB,6GB GDDR6,1x 8GB SO-DIMM DDR5-4800,512GB SSD M.2 2242 PCIe® 4.0x4 NVMe®,"15.6"" FHD IPS 300nits Anti-glare, 100% sRGB, 144Hz, G-SYNC®",1920 x 1080,144 Hz,DOS,"White Backlit, Arabic",Integrated 60Wh,HD 720p with E-Shutter,"3x USB-A (USB 5Gbps / USB 3.2 Gen 1) 1x USB-C® (USB 10Gbps / USB 3.2 Gen 2), with Lenovo® PD 140W and DisplayPort™ 1.4 1x HDMI® 2.1, up to 8K/60Hz 1x Headphone / microphone combo jack (3.5mm) 1x Ethernet (RJ-45) 1x Power connector",359.86 x 258.7 x 21.9-23.9 mm,2.38 kg,Luna Grey,2 Years,34333,12th generation,"8C (4P + 4E) / 12T, P-core up to 4.4GHz, E-core up to 3.1GHz, 12MB",83GS008NED,,,,,,,
MSI,Katana 15 B13VGK,Intel Core I7-13620H,Nvidia GeForce RTX 4070 8GB,8GB GDDR6,16GB DDR5-5200,512GB NVMe PCIe Gen4 M.2 SSD,"15.6"" FHD (1920x1080), 144Hz, IPS-Level",1920 x 1080,144 Hz,Windows 11 Home,4-Zone RGB Gaming Keyboard,3-Cell 53.5 Battery (Whr),HD type (30fps@720p),1x Type-C (USB3.2 Gen1 / DisplayPort™) 2x Type-A USB3.2 Gen1 1x Type-A USB2.0 1x HDMI™ 2.1 (8K @ 60Hz / 4K @ 120Hz) 1x RJ45,359 x 259 x 24.9 mm,2.25 kg,Black,2 Years,71930,13th generation,"10C (6P + 4E) / 16T, P-core 2.4 / 4.9GHz, E-core 1.8 / 3.6GHz, 24MB",,,,,,,,
MSI,Thin GF63 12UC,Intel® Core™ i7 12650H,Nvidia GeForce RTX3050 4GB,4GB GDDR6,16GB DDR4-3200,512GB NVMe PCIe Gen4 M.2 SSD,"15.6"" FHD (1920x1080), 144Hz, IPS-Level",1920 x 1080,144 Hz,DOS,Single Backlit Keyboard (Red),3-Cell 52.4 Battery (Whr),IR HD type (30fps@720p),1x Type-C (USB3.2 Gen1 / DisplayPort™) 3x Type-A USB3.2 Gen1 1x HDMI™ (4K @ 30Hz) 1x RJ45,359 x 254 x 21.7 mm,1.86 kg,Black,2 Years,38999,12th generation,,,,,,,,,
MSI,Thin GF63 12UCX,Intel® Core™ i5 12450H,NVIDIA® GeForce RTX™ 2050,4GB GDDR6,8GB DDR4-3200,512GB NVMe PCIe Gen4 M.2 SSD,"15.6"" FHD (1920x1080), 144Hz, IPS-Level",1920 x 1080,144 Hz,Dos,Single Backlit Keyboard (Red),3-Cell 52.4 Battery (Whr),HD type (30fps@720p),1x Type-C (USB3.2 Gen1 / DisplayPort™) 3x Type-A USB3.2 Gen1 1x HDMI™ (4K @ 30Hz) 1x RJ45,359 x 254 x 21.7 mm,1.86 kg,Black,2 Years,28899,12th generation,,,,,,,,,
MSI,Cyborg 15 A13VF,Intel Core i7-13620H,NVIDIA® GeForce RTX™ 4050 6GB,6GB GDDR6,16GB DDR5-5200 2 Slots,512GB M.2 NVMe PCIe Gen4 SSD,"15.6"" FHD, 144Hz, IPS-Level",1920x1080,144 Hz,DOS,Single Backlit Keyboard (Blue),3-Cell 53.5 Battery (Whr),HD type (30fps@720p),1x Type-C (USB3.2 Gen1 / DisplayPort™) 2x Type-A USB3.2 Gen1 1x HDMI™ 2.1 (4K @ 60Hz) 1x RJ45,359.36 x 250.34 x 21.95~22.9 mm,1.98 kg,Translucent Black,2 years,49999,13th generation,,,,,,,,,
Lenovo,LOQ 15IAX9,Intel Core i5-12450HX,NVIDIA® GeForce RTX™ 2050 4GB,4GB GDDR6,16GB 2x 8GB SO-DIMM DDR5-4800,512GB SSD M.2 2242 PCIe® 4.0x4 NVMe®,"15.6"" FHD IPS 300nits Anti-glare, 100% sRGB, 144Hz, G-SYNC®",1920 x 1080,144 Hz,DOS,"White Backlit, Arabic",Integrated 60Wh,HD 720p with E-Shutter,"3x USB-A (USB 5Gbps / USB 3.2 Gen 1) 1x USB-C® (USB 10Gbps / USB 3.2 Gen 2), with Lenovo® PD 140W and DisplayPort™ 1.4 1x HDMI® 2.1, up to 8K/60Hz 1x Headphone / microphone combo jack (3.5mm) 1x Ethernet (RJ-45) 1x Power connector",359.86 x 258.7 x 21.9-23.9 mm,2.38 kg,Luna Grey,2 Years,31999,12th generation,"8C (4P + 4E) / 12T, P-core up to 4.4GHz, E-core up to 3.1GHz, 12MB",83GS0071AX,,,,,,,
Lenovo,IdeaPad Gaming 3 15ACH6,AMD Ryzen 5 5500H,NVIDIA® GeForce RTX™ 2050 4GB,4GB GDDR6,1x 8GB SO-DIMM DDR4-3200,512GB SSD M.2 2242 PCIe® 4.0x4 NVMe®,"15.6"" FHD (1920x1080) IPS 300nits Anti-glare, 45% NTSC, 144Hz",1920 x 1080,144 Hz,Windows 11 Home,"White Backlit, Arabic",Integrated 45Wh,HD 720p with Privacy Shutter,2x USB 3.2 Gen 1 1x USB-C® 3.2 Gen 1 (support data transfer only) 1x HDMI® 2.0 1x Headphone / microphone combo jack (3.5mm) 1x Ethernet (RJ-45) 1x Power connector,359.6 x 251.9 x 24.2 mm,2.25 kg,Shadow Black,1 Year,26999,,"4C / 8T, 3.3 / 4.2GHz, 2MB L2 / 8MB L3",82K202A2ED,,,,,,,
HP,Victus 16-D1058NE,Intel Core i7-12700H,NVIDIA® GeForce RTX™ 3060 6GB,6GB GDDR6,16GB DDR5-4800 MHz RAM (2 x 8 GB),512 GB PCIe® Gen4 NVMe™ TLC M.2 SSD,"16.1"" Inch FHD 144Hz",1920 x 1080,144 Hz,Windows 11 Home,"Full-size, backlit, mica silver keyboard with numeric keypad","4-cell, 70 Wh Li-ion polymer",HP Wide Vision 720p HD camera with temporal noise reduction and integrated dual array digital microphones,"1 USB Type-C® 5Gbps signaling rate (USB Power Delivery, DisplayPort™ 1.4, HP Sleep and Charge); 1 USB Type-A 5Gbps signaling rate (HP Sleep and Charge); 2 USB Type-A 5Gbps signaling rate; 1 AC smart pin; 1 HDMI 2.1; 1 headphone/microphone combo; 1 RJ-45",,,Mica silver,1 Year,52599,12th generation,"up to 4.7 GHz with Intel® Turbo Boost Technology, 24 MB L3 cache, 14 cores, 20 threads",7G6G9EA,200 W Smart AC power adapter,,,,,,
HP,Victus 15-FA1113NIA,Intel Core i7-13700H,NVIDIA® GeForce RTX™ 4050  6GB,6GB GDDR6,16 GB DDR4-3200 MHz RAM (2 x 8 GB),512GB PCIe® Gen4 NVMe™ TLC M.2 SSD,"39.6 cm (15.6"") diagonal FHD (1920 x 1080) IPS display, 144 Hz refresh rate, 9 ms response time, micro-edge, anti-glare, 250 nits brightness, 45% NTSC color",1920 x 1080,144 Hz,DOS,"Full-size, backlit, performance blue keyboard with numeric keypad","4-cell, 70 Wh Li-ion polymer",HP Wide Vision 720p HD camera with temporal noise reduction and integrated dual array digital microphones,"1 USB Type-A 5Gbps signaling rate; 1 USB Type-A 5Gbps signaling rate (HP Sleep and Charge); 1 USB Type-C® 5Gbps signaling rate (DisplayPort™ 1.4, HP Sleep and Charge); 1 HDMI 2.1; 1 RJ-45; 1 AC smart pin; 1 headphone/microphone combo",357.9 x 255 x 23.5 mm,2.29 kg,Performance blue,1 Year,54499,13th generation,"up to 5.0 GHz with Intel® Turbo Boost Technology, 24 MB L3 cache, 14 cores, 20 threads",8Y606EA,,,,,,,
Lenovo,LOQ 15IAX9,Intel Core i5-12450HX,NVIDIA® GeForce RTX™ 3050,6GB GDDR6,16GB DDR5-4800 SO-DIMM,512GB SSD M.2 2242 PCIe® 4.0x4 NVMe®,"15.6"" FHD IPS 300nits Anti-glare, 100% sRGB, 144Hz, G-SYNC®",1920 x 1080,144 Hz,Dos,"White Backlit, Arabic",Integrated 60Wh,HD 720p with E-Shutter,"3x USB-A (USB 5Gbps / USB 3.2 Gen 1) 1x USB-C® (USB 10Gbps / USB 3.2 Gen 2), with Lenovo® PD 140W and DisplayPort™ 1.4 1x HDMI® 2.1, up to 8K/60Hz 1x Headphone / microphone combo jack (3.5mm) 1x Ethernet (RJ-45) 1x Power connector",359.86 x 258.7 x 21.9-23.9 mm,2.38 kg,Luna Grey,1 Year,38888,12th generation,"8C (4P + 4E) / 12T, P-core up to 4.4GHz, E-core up to 3.1GHz, 12MB",83GS008NED,,,,,,,
Lenovo,LOQ 15IAX9,Intel® Core™ i5-12450HX,NVIDIA® GeForce RTX™ 2050 4GB,4GB GDDR6,1x 12GB SO-DIMM DDR5-4800,512GB SSD M.2 2242 PCIe® 4.0x4 NVMe®,"15.6"" FHD IPS 300nits Anti-glare, 100% sRGB, 144Hz, G-SYNC®",1920 x 1080,144 Hz,DOS,"White Backlit, English (UK)",Integrated 60Wh,HD 720p with E-Shutter,"3x USB-A (USB 5Gbps / USB 3.2 Gen 1) 1x USB-C® (USB 10Gbps / USB 3.2 Gen 2), with Lenovo® PD 140W and DisplayPort™ 1.4 1x HDMI® 2.1, up to 8K/60Hz 1x Headphone / microphone combo jack (3.5mm) 1x Ethernet (RJ-45) 1x Power connector",359.86 x 258.7 x 21.9-23.9 mm,2.38 kg,Luna Grey,1 Year,30999,12th generation,"8C (4P + 4E) / 12T, P-core up to 4.4GHz, E-core up to 3.1GHz, 12MB",83GS0088PS,,,,,,,
ASUS,TUF Gaming A15 FA506NF-HN005W,AMD Ryzen 5 7535HS,NVIDIA® GeForce RTX™ 2050,4GB GDDR6,8GB DDR5-5600 SO-DIMM,512GB PCIe® 4.0 NVMe™ M.2 SSD,15.6-inch FHD 16:9 Refresh Rate 144Hz Value IPS-level 250nits NTSC 45% SRGB 62.5% Adobe 47.34% Anti-glare display,1920 x 1080,144 Hz,Windows 11 Home,Backlit Chiclet Keyboard 1-Zone RGB,"48WHrs, 3S1P, 3-cell Li-ion",720P HD camera,1x RJ45 LAN port 1x USB 3.2 Gen 2 Type-C support DisplayPort™ 3x USB 3.2 Gen 1 Type-A,359 x 256 x 24.5 mm,2.30 Kg,Graphite Black,1 Years,29199,,"3.3GHz (19MB Cache, up to 4.55 GHz, 6 cores, 12 Threads)",90NR0JE7-M002E0,,,,,,,
ASUS,TUF Gaming A15 FA506NC-HN005W,AMD Ryzen 5 7535HS,NVIDIA® GeForce RTX™ 3050,4GB GDDR6,8GB DDR5-5600 SO-DIMM,512GB PCIe® 4.0 NVMe™ M.2 SSD,15.6-inch FHD 16:9 Refresh Rate 144Hz Value IPS-level 250nits NTSC 45% SRGB 62.5% Adobe 47.34% Anti-glare display,1920 x 1080,144 Hz,Windows 11 Home,Backlit Chiclet Keyboard 1-Zone RGB,"48WHrs, 3S1P, 3-cell Li-ion",720P HD camera,1x RJ45 LAN port 1x USB 3.2 Gen 2 Type-C support DisplayPort™ 3x USB 3.2 Gen 1 Type-A,359 x 256 x 24.5 mm,2.30 Kg,Graphite Black,1 Years,36000,,"3.3GHz (19MB Cache, up to 4.55 GHz, 6 cores, 12 Threads)",90NR0JF7-M002K0,,,,,,,
ASUS,TUF Gaming A15 FA507NU-LP007W,AMD Ryzen 5 7535HS,NVIDIA® GeForce RTX™ 4050,6GB GDDR6,8GB DDR5-4800 SO-DIMM,512GB PCIe® 4.0 NVMe™ M.2 SSD,15.6-inch FHD 16:9 144Hz Refresh Rate IPS-level 250nits NTSC 72% SRGB 100% Adobe 75.35% Anti-glare display,1920 x 1080,144 Hz,Windows 11 Home,Backlit Chiclet Keyboard 1-Zone RGB,"90WHrs, 4S1P, 4-cell Li-ion",720P HD camera,1x RJ45 LAN port 1x Type C USB 4 support DisplayPort™ 1x USB 3.2 Gen 2 Type-C support DisplayPort™ / power delivery / G-SYNC 2x USB 3.2 Gen 1 Type-A,354 x 251 x 22.4 ~ 24.9 mm,2.20 Kg,Jaeger Gray,1 Years,39888,,"3.3GHz (19MB Cache, up to 4.55 GHz, 6 cores, 12 Threads)",90NR0EB8-M00J50,,,,,,,
Lenovo,LOQ 15IAX9,Intel Core i5-12450HX,NVIDIA® GeForce RTX™ 2050,4GB GDDR6,1x 8GB SO-DIMM DDR5-4800,512GB SSD M.2 2242 PCIe® 4.0x4 NVMe®,"15.6"" FHD IPS 300nits Anti-glare, 100% sRGB, 144Hz, G-SYNC®",1920 x 1080,144 Hz,DOS,"White Backlit, Arabic",Integrated 60Wh,HD 720p with E-Shutter,"3x USB-A (USB 5Gbps / USB 3.2 Gen 1) 1x USB-C® (USB 10Gbps / USB 3.2 Gen 2), with Lenovo® PD 140W and DisplayPort™ 1.4 1x HDMI® 2.1, up to 8K/60Hz 1x Headphone / microphone combo jack (3.5mm) 1x Ethernet (RJ-45) 1x Power connector",359.86 x 258.7 x 21.9-23.9 mm,2.38 kg,Luna Grey,2 years,31499,12th generation,"8C (4P + 4E) / 12T, P-core up to 4.4GHz, E-core up to 3.1GHz, 12MB",83GS008QED,,,,,,,
HP,OMEN Transcend 16-u1047nr,Intel® Core™ i7-14700HX,NVIDIA® GeForce RTX™ 4070,8 GB GDDR6,32 GB DDR5-5600 MHz,1 TB PCIe® Gen4 NVMe™ Performance M.2 SSD,"16"" diagonal, WQXGA 240 Hz, 3 ms response time, IPS, micro-edge, anti-glare, Low Blue Light, 400 nits, 100% sRGB [17,35]",2560 x 1600,240 HZ,Windows11 Home,"Full-size, 4-zone RGB backlit, shadow black keyboard and 26-Key Rollover Anti-Ghosting Key technology","6-cell, 97 Wh Li-ion polymer",HP True Vision 1080p FHD IR camera with temporal noise reduction and integrated dual array digital microphones,"1 USB Type-A 5Gbps signaling rate; 1 USB Type-A 5Gbps signaling rate (HP Sleep and Charge); 2 Thunderbolt™ 4 with USB Type-C® 40Gbps signaling rate (USB Power Delivery, DisplayPort™ 1.4, HP Sleep and Charge); 1 HDMI 2.1; 1 RJ-45; 1 AC smart pin; 1 headpho",356.61 x 268.98 x 19.81 mm,2.18 kg,Shadow Black,1 Year,119999,14th generation,"(up to 5.5 GHz with Intel® Turbo Boost Technology, 33 MB L3 cache, 20 cores, 28 threads)",9P999UA,,,,,,,
HP,Omen 17-CM2020NR,Intel Core i7-13700HX,NVIDIA® GeForce RTX™ 4070 8GB,8GB GDDR6,16 GB DDR5-4800 MHz RAM (2 x 8 GB),512 GB PCIe® Gen4 NVMe™ TLC M.2 SSD,"17.3"" diagonal, QHD, 165 Hz, 3 ms response time, IPS, micro-edge, anti-glare, Low Blue Light, 300 nits, 100% sRGB",2560 x 1440,165 HZ,Windows 11 Home,"Full-size, per key RGB backlit, shadow black keyboard with NKRO Anti-Ghosting Key technology and optical switch","6-cell, 83 Wh Li-ion polymer",HP Wide Vision 720p HD camera with temporal noise reduction and integrated dual array digital microphones,"1 USB Type-A 5Gbps signaling rate (HP Sleep and Charge); 1 Thunderbolt™ 3 (40Gbps signaling rate) with USB Type-C® 10Gbps signaling rate (USB Power Delivery, DisplayPort™ 1.4, HP Sleep and Charge); 2 USB Type-A 5Gbps signaling rate; 1 HDMI 2.1; 1 mini Dis",68.83 x 623.82 x 344.93 mm,2.78 Kg,Shadow black,1 Year,89999,13th generation,"up to 5.0 GHz with Intel® Turbo Boost Technology, 30 MB L3 cache, 16 cores, 24 threads",7H5D8UA,,,,,,,
Lenovo,LOQ 15IRX9,Intel Core i7-13650HX,NVIDIA® GeForce RTX™ 4050,6GB GDDR6,1x 16GB SO-DIMM DDR5-4800,512GB SSD M.2 2242 PCIe® 4.0x4 NVMe®,"15.6"" FHD IPS 300nits Anti-glare, 100% sRGB, 144Hz, G-SYNC®",1920 x 1080,144 Hz,Dos,"White Backlit, Arabic",Integrated 60Wh,FHD 1080p with E-shutter,"3x USB-A (USB 5Gbps / USB 3.2 Gen 1) 1x USB-C® (USB 10Gbps / USB 3.2 Gen 2), with Lenovo® PD 140W and DisplayPort™ 1.4 1x HDMI® 2.1, up to 8K/60Hz 1x Headphone / microphone combo jack (3.5mm) 1x Ethernet (RJ-45) 1x Power connector",359.86 x 258.7 x 21.9-23.9 mm,2.38 kg,Luna Grey,1 Year,42999,13th generation,"14C (6P + 8E) / 20T, P-core 2.6 / 4.9GHz, E-core 1.9 / 3.6GHz, 24MB",,,,,,,,
Lenovo,Legion 5 15ACH6H,AMD Ryzen 5 5600H,NVIDIA® GeForce RTX™ 3060,6GB GDDR6,16GB 2x 8GB SO-DIMM DDR4-3200,1TB SSD M.2 2280 PCIe® 3.0x4 NVMe®,"15.6"" FHD IPS 300nits Anti-glare, 100% sRGB, 165Hz, Dolby Vision®, FreeSync™, G-SYNC®",1920 x 1080,165 HZ,DOS,"4-Zone RGB Backlit, Arabic",Integrated 80Wh,HD 720p with E-Shutter,"1x Ethernet (RJ-45) 1x HDMI® 2.1 1x Headphone / microphone combo jack (3.5mm) 1x Power connector 1x USB 3.2 Gen 1 (Always On) 1x USB-C® 3.2 Gen 2 (support data transfer and DisplayPort™ 1.4) 1x USB-C® 3.2 Gen 2 (support data transfer, Power Delivery and D",362.56 x 260.61 x 22.5-25.75 mm,2.4 kg,"Phantom Blue (Top), Shadow Black (Bottom)",1 Year,55999,,"(6C / 12T, 3.3 / 4.2GHz, 3MB L2 / 16MB L3)",82JU00B1AX,,,,,,,
Lenovo,Legion 5 15ACH6H,AMD Ryzen 5 5600H,NVIDIA® GeForce RTX™ 3050 Ti,4GB GDDR6,1x 8GB SO-DIMM DDR4-3200,512GB SSD M.2 2280 PCIe® 3.0x4 NVMe®,"15.6"" FHD IPS 250nits Anti-glare, 45% NTSC, 120Hz, FreeSync™",1920 x 1080,120 Hz,Windows® 11 Home,"White backlit, English (US)",Integrated 60Wh,HD 720p with E-Shutter,"1x Ethernet (RJ-45) 1x HDMI® 2.1 1x Headphone / microphone combo jack (3.5mm) 1x Power connector 1x USB 3.2 Gen 1 (Always On) 1x USB-C® 3.2 Gen 2 (support data transfer and DisplayPort™ 1.4) 1x USB-C® 3.2 Gen 2 (support data transfer, Power Delivery and D",362.56 x 260.61 x 22.5-25.75 mm,2.4 kg,"Phantom Blue (Top), Shadow Black (Bottom)",1 Year,39499,,"(6C / 12T, 3.3 / 4.2GHz, 3MB L2 / 16MB L3)",82JW00Q7US,,,,,,,
Lenovo,LOQ 15APH8,AMD Ryzen™ 7 7840HS,NVIDIA® GeForce RTX™ 4050,6GB GDDR6,16GB SO-DIMM DDR5-5600,512GB SSD M.2 2242 PCIe® 4.0x4 NVMe®,"15.6"" FHD IPS 350nits Anti-glare, 45% NTSC, 144Hz, G-SYNC®, FreeSync™",1920x1080,144 Hz,Windows11 Home,"White backlit, English (US)",Integrated 60Wh,FHD 1080p with E-shutter,"1x USB 2.0 2x USB 3.2 Gen 2 1x USB-C® 3.2 Gen 2 (support data transfer, Lenovo® Power Delivery 140W and DisplayPort™ 1.4) 1x HDMI® 2.1, up to 8K/60Hz 1x Headphone / microphone combo jack (3.5mm) 1x Ethernet (RJ-45) 1x Power connector",359.6 x 264.8 x 22.1-25.2 mm,2.4 kg,Storm Grey,1 Year,48000,,"(8C / 16T, 3.8 / 5.1GHz, 8MB L2 / 16MB L3)",82XT001NUS,,,,,,,
Dell,G15 5530,Intel Core I7-13650HX,NVIDIA® GeForce RTX™ 4060,8GB GDDR6,"16GB,2X8,4800,DDR5,",1TB SSD,15.6'' Inch FHD LCD 360HZ,1920 x 1080,360Hz,Windows 11 Home,Arabic Qwerty 4-Zone RGB Backlit Keyboard with Numeric Keypad and G-Key,"6-Cell Battery, 86WHr (Integrated)",,1 headset (headphone and microphone combo) port 1 RJ45 Ethernet port 3 USB 3.2 Gen 1 ports 1 HDMI 2.1 port 1 USB-C 3.2 Gen 2 port with DisplayPort™,357.26 x 274.52 x 26.95 mm,2.81 kg,,1 Year,63999,13th generation,"24 MB cache, 14 core, up to 4.90 GHz",,,,,,,,
Lenovo,IdeaPad Gaming 3 15ACH6,AMD Ryzen 7 5800H,Nvidia GeForce RTX 3060 6GB,6GB GDDR6,1x 8GB SO-DIMM DDR4-3200,512GB SSD M.2 2280 PCIe® 3.0x4 NVMe,"15.6"" FHD IPS 250nits Anti-glare, 45% NTSC, 120Hz",1920x1080,120 Hz,DOS,"4-Zone RGB Backlit, Arabic",Integrated 60Wh,HD 720p with Privacy Shutter,1x Ethernet (RJ-45) 1x HDMI® 2.0 1x Headphone / microphone combo jack (3.5mm) 1x Power connector 1x USB-C® 3.2 Gen 1 (support data transfer only) 2x USB 3.2 Gen 1,359.6 x 251.9 x 24.2 mm,2.25 kg,Shadow Black,1 Year,45999,,"8C / 16T, 3.2 / 4.4GHz, 4MB L2 / 16MB L3",MP2CJDML,,,,,,,
HP,Victus 15-FA1093DX,Intel Core i5-13420H,NVIDIA® GeForce RTX™ 3050,6 GB GDDR6,8 GB DDR4-3200 MHz RAM (1 x 8 GB),512 GB PCIe® Gen4 NVMe™ TLC M.2 SSD,"15.6"" diagonal, FHD, 144 Hz, 9 ms response time, IPS, micro-edge, anti-glare, 250 nits, 45% NTSC",1920 x 1080,144 Hz,Windows 11 Home,"Full-size, backlit, performance blue keyboard with numeric keypad","4-cell, 70 Wh Li-ion polymer",HP Wide Vision 720p HD camera with temporal noise reduction and integrated dual array digital microphones,"1 USB Type-A 5Gbps signaling rate; 1 USB Type-A 5Gbps signaling rate (HP Sleep and Charge); 1 USB Type-C® 5Gbps signaling rate (DisplayPort™ 1.4, HP Sleep and Charge); 1 HDMI 2.1; 1 RJ-45; 1 AC smart pin; 1 headphone/microphone combo",68.83 x 519.93 x 304.8 mm,2.29 kg,Performance blue,1 Year,38799,13th generation,"up to 4.6 GHz with Intel® Turbo Boost Technology, 12 MB L3 cache, 8 cores, 12 threads",7N3S2UA,,,,,,,
HP,Victus 15-FA0089NE,Intel Core I5-12500H,NVIDIA® GeForce® GTX 1650,4GB GDDR6,8 GB DDR4-3200 MHz RAM (2 x 4 GB),1 TB PCIe® Gen4 NVMe™ TLC M.2 SSD,"15.6"" diagonal, FHD, 144 Hz, 9 ms response time, IPS, micro-edge, anti-glare, 250 nits, 45% NTSC",1920 X 1080,144 Hz,Windows 11 Home,"Full-size, backlit, ceramic white keyboard with numeric keypad","3-cell, 52.5 Wh Li-ion polymer",HP Wide Vision 720p HD camera with temporal noise reduction and integrated dual array digital microphones,"1 USB Type-C® 5Gbps signaling rate (DisplayPort™ 1.4, HP Sleep and Charge); 1 USB Type-A 5Gbps signaling rate (HP Sleep and Charge); 1 USB Type-A 5Gbps signaling rate; 1 AC smart pin; 1 HDMI 2.1; 1 headphone/microphone combo; 1 RJ-45",,2.29KG,Ceramic white,1 Year,30499,12th generation,"up to 4.5 GHz with Intel® Turbo Boost Technology, 18 MB L3 cache, 12 cores, 16 threads",7G6F9EA,,,,,,,
Lenovo,LOQ 15IRH8,Intel Core I5-12450H,NVIDIA® GeForce RTX™ 3050,6GB GDDR6,16GB 2x 8GB SO-DIMM DDR5-4800,512GB SSD M.2 2242 PCIe® 4.0x4 NVMe®,"15.6"" FHD IPS 350nits Anti-glare, 45% NTSC, 144Hz, G-SYNC®",۱۹۲۰ x ۱۰۸۰,144 Hz,DOS,"White Backlit, Arabic",Integrated 60Wh,FHD 1080p with E-shutter,"1x USB 3.2 Gen 1 2x USB 3.2 Gen 2 1x USB-C® 3.2 Gen 2 (support data transfer, Lenovo® Power Delivery 140W and DisplayPort™ 1.4) 1x HDMI® 2.1, up to 8K/60Hz 1x Headphone / microphone combo jack (3.5mm) 1x Ethernet (RJ-45) 1x Power connector",359.6 x 264.8 x 22.1-25.2 mm,2.4 kg,Storm Grey,1 Year,37149,12th generation,"8C (4P + 4E) / 12T, P-core 2.0 / 4.4GHz, E-core 1.5 / 3.3GHz, 12MB",82XV00Y6AX,,,,,,,
Lenovo,LOQ 15IRH8,Intel Core I5-13420H,NVIDIA® GeForce RTX™ 3050,6GB GDDR6,16GB Ram,1TB SSD M.2 2242 PCIe® 4.0x4 NVMe®,"15.6"" FHD (1920x1080) IPS 350nits Anti-glare, 45% NTSC, 144Hz, G-SYNC®",1920 X 1080,144 Hz,Windows 11 Home,"White backlit, English (US)",Integrated 60Wh,FHD 1080p with E-shutter,"1x USB 3.2 Gen 1 2x USB 3.2 Gen 2 1x USB-C® 3.2 Gen 2 (support data transfer, Lenovo® Power Delivery 140W and DisplayPort™ 1.4) 1x HDMI® 2.1, up to 8K/60Hz 1x Headphone / microphone combo jack (3.5mm) 1x Ethernet (RJ-45) 1x Power connector",359.6 x 264.8 x 22.1-25.2 mm,2.4 kg,Storm Grey,1 Year,39800,13th generation,"8C (4P + 4E) / 12T, P-core 2.1 / 4.6GHz, E-core 1.5 / 3.4GHz, 12MB",82XV002LUS,,,,,,,
ASUS,ROG Strix G16 G614JIR-N3009W,Intel Core i9-14900HX,NVIDIA® GeForce RTX™ 4070,8GB GDDR6,"16GB  8GB DDR5-5600 SO-DIMM, the memory speed of the systems vary by CPU SPEC x 2",1TB PCIe® 4.0 NVMe™ M.2 SSD,"16-inch FHD+ 16:10 (1920 x 1200, WUXGA) IPS-level Anti-glare display sRGB: 100% Refresh Rate: 165Hz Response Time: 7ms G-Sync MUX Switch + NVIDIA® Advanced Optimus Support Dolby Vision HDR : Yes",1920 x 1200,165 HZ,Windows 11 Home,Per-key RGB backlit Chiclet keyboard Support NumberPad Touchpad,4S1P 4-cell 90Wh lithium-ion battery,720P HD camera,1x 3.5mm Combo Audio Jack 1x HDMI 2.1 FRL 2x USB 3.2 Gen 2 Type-A 1x RJ45 LAN port 1x Thunderbolt™ 4 support DisplayPort™,354 x 264 x 22.6 ~ 30.4 mm,2.50 Kg,Eclipse Gray,2 Years,94499,14th generation,"2.2 GHz (36MB Cache, up to 5.8 GHz, 24 cores, 32 Threads)",90NR0IG5-M00180,,,,,,,
ASUS,ROG Strix SCAR 18 G834JYR-R6041W,Intel Core I9-14900HX,NVIDIA® GeForce RTX™ 4090,16GB GDDR6,"32GB 16GB DDR5-5600 SO-DIMM, the memory speed of the systems vary by CPU SPEC x 2",2TB PCIe® 4.0 NVMe™ M.2 Performance SSD,"ROG Nebula HDR Display 18-inch 2.5K (2560 x 1600, WQXGA) 16:10 aspect ratio Mini LED anti-glare display DCI-P3: 100.00% Refresh Rate: 240Hz Response Time: 3ms G-Sync Pantone Validated MUX Switch + NVIDIA® Advanced Optimus Support Dolby Vision HDR : Yes",2560 x 1600,240 HZ,Windows 11 Home,Backlit Chiclet Keyboard Per-Key RGB Touchpad,"90WHrs, 4S1P, 4-cell Li-ion",720P HD camera,1x 3.5mm Combo Audio Jack 1x HDMI 2.1 FRL 1x USB 3.2 Gen 2 Type-C support displayport / power delivery / G-SYNC 2x USB 3.2 Gen 2 Type-A 1x 2.5G LAN port 1x Thunderbolt™ 4 support DisplayPort™ / G-SYNC,399 x 294 x 23.1 ~ 30.8 mm,3.10 Kg,Black,2 Years,178199,14th generation,"2.2 GHz (36MB Cache, up to 5.8 GHz, 24 cores, 32 Threads)",90NR0IP2-M001P0,,,,,,,
